{'pid': 1, 'username': 'root', 'name': 'systemd', 'vms': 16.500197550375347}
{'pid': 15968, 'username': 'mahesh', 'name': 'gjs', 'vms': 315.8075859344133}

{'pid': 16023, 'username': 'root', 'name': 'kworker/4:1', 'vms': 0.0}

{'pid': 16037, 'username': 'root', 'name': 'kworker/u32:1-events_unbound', 'vms': 0.0}

{'pid': 16046, 'username': 'root', 'name': 'kworker/u33:1', 'vms': 0.0}

{'pid': 16054, 'username': 'root', 'name': 'kworker/u32:3-flush-259:0', 'vms': 0.0}

{'pid': 16178, 'username': 'mahesh', 'name': 'python3', 'vms': 3.013038324772817}

